dx; dy; l_max; epsilon
0.00660692; 0.00660692; 100000; 0.001
Iteration; Residual; Error
5263; 2211.25; 936.641
5264; 2210.97; 936.627
5265; 2210.7; 936.613
5266; 2210.42; 936.599
5267; 2210.15; 936.585
5268; 2209.87; 936.571
5269; 2209.59; 936.557
5270; 2209.32; 936.543
5271; 2209.04; 936.529
5272; 2208.77; 936.515
5273; 2208.49; 936.501
5274; 2208.22; 936.487
5275; 2207.94; 936.473
5276; 2207.67; 936.46
5277; 2207.4; 936.446
5278; 2207.12; 936.432
5279; 2206.85; 936.418
5280; 2206.57; 936.404
5281; 2206.3; 936.39
5282; 2206.02; 936.376
5283; 2205.75; 936.362
5284; 2205.48; 936.348
5285; 2205.2; 936.334
5286; 2204.93; 936.32
5287; 2204.65; 936.306
5288; 2204.38; 936.292
5289; 2204.11; 936.278
5290; 2203.83; 936.264
5291; 2203.56; 936.25
5292; 2203.29; 936.236
5293; 2203.01; 936.222
5294; 2202.74; 936.208
5295; 2202.47; 936.194
5296; 2202.2; 936.18
5297; 2201.92; 936.166
5298; 2201.65; 936.152
5299; 2201.38; 936.138
5300; 2201.11; 936.124
5301; 2200.83; 936.11
5302; 2200.56; 936.096
5303; 2200.29; 936.082
5304; 2200.02; 936.068
5305; 2199.74; 936.054
5306; 2199.47; 936.041
5307; 2199.2; 936.027
5308; 2198.93; 936.013
5309; 2198.66; 935.999
5310; 2198.39; 935.985
5311; 2198.11; 935.971
5312; 2197.84; 935.957
5313; 2197.57; 935.943
5314; 2197.3; 935.929
5315; 2197.03; 935.915
5316; 2196.76; 935.901
5317; 2196.49; 935.887
5318; 2196.22; 935.873
5319; 2195.95; 935.859
5320; 2195.68; 935.845
5321; 2195.4; 935.831
5322; 2195.13; 935.817
5323; 2194.86; 935.804
5324; 2194.59; 935.79
5325; 2194.32; 935.776
5326; 2194.05; 935.762
5327; 2193.78; 935.748
5328; 2193.51; 935.734
5329; 2193.24; 935.72
5330; 2192.97; 935.706
5331; 2192.7; 935.692
5332; 2192.43; 935.678
5333; 2192.17; 935.664
5334; 2191.9; 935.65
5335; 2191.63; 935.636
5336; 2191.36; 935.623
5337; 2191.09; 935.609
5338; 2190.82; 935.595
5339; 2190.55; 935.581
5340; 2190.28; 935.567
5341; 2190.01; 935.553
5342; 2189.74; 935.539
5343; 2189.48; 935.525
5344; 2189.21; 935.511
5345; 2188.94; 935.497
5346; 2188.67; 935.483
5347; 2188.4; 935.469
5348; 2188.13; 935.456
5349; 2187.87; 935.442
5350; 2187.6; 935.428
5351; 2187.33; 935.414
5352; 2187.06; 935.4
5353; 2186.79; 935.386
5354; 2186.53; 935.372
5355; 2186.26; 935.358
5356; 2185.99; 935.344
5357; 2185.73; 935.33
5358; 2185.46; 935.317
5359; 2185.19; 935.303
5360; 2184.92; 935.289
5361; 2184.66; 935.275
5362; 2184.39; 935.261
5363; 2184.12; 935.247
5364; 2183.86; 935.233
5365; 2183.59; 935.219
5366; 2183.32; 935.205
5367; 2183.06; 935.191
5368; 2182.79; 935.178
5369; 2182.52; 935.164
5370; 2182.26; 935.15
5371; 2181.99; 935.136
5372; 2181.73; 935.122
5373; 2181.46; 935.108
5374; 2181.19; 935.094
5375; 2180.93; 935.08
5376; 2180.66; 935.067
5377; 2180.4; 935.053
5378; 2180.13; 935.039
5379; 2179.87; 935.025
5380; 2179.6; 935.011
5381; 2179.34; 934.997
5382; 2179.07; 934.983
5383; 2178.81; 934.969
5384; 2178.54; 934.956
5385; 2178.28; 934.942
5386; 2178.01; 934.928
5387; 2177.75; 934.914
5388; 2177.48; 934.9
5389; 2177.22; 934.886
5390; 2176.95; 934.872
5391; 2176.69; 934.858
5392; 2176.43; 934.845
5393; 2176.16; 934.831
5394; 2175.9; 934.817
5395; 2175.63; 934.803
5396; 2175.37; 934.789
5397; 2175.11; 934.775
5398; 2174.84; 934.761
5399; 2174.58; 934.748
5400; 2174.31; 934.734
5401; 2174.05; 934.72
5402; 2173.79; 934.706
5403; 2173.52; 934.692
5404; 2173.26; 934.678
5405; 2173; 934.664
5406; 2172.74; 934.651
5407; 2172.47; 934.637
5408; 2172.21; 934.623
5409; 2171.95; 934.609
5410; 2171.68; 934.595
5411; 2171.42; 934.581
5412; 2171.16; 934.568
5413; 2170.9; 934.554
5414; 2170.63; 934.54
5415; 2170.37; 934.526
5416; 2170.11; 934.512
5417; 2169.85; 934.498
5418; 2169.59; 934.484
5419; 2169.32; 934.471
5420; 2169.06; 934.457
5421; 2168.8; 934.443
5422; 2168.54; 934.429
5423; 2168.28; 934.415
5424; 2168.02; 934.401
5425; 2167.75; 934.388
5426; 2167.49; 934.374
5427; 2167.23; 934.36
5428; 2166.97; 934.346
5429; 2166.71; 934.332
5430; 2166.45; 934.319
5431; 2166.19; 934.305
5432; 2165.93; 934.291
5433; 2165.67; 934.277
5434; 2165.41; 934.263
5435; 2165.15; 934.249
5436; 2164.89; 934.236
5437; 2164.62; 934.222
5438; 2164.36; 934.208
5439; 2164.1; 934.194
5440; 2163.84; 934.18
5441; 2163.58; 934.167
5442; 2163.32; 934.153
5443; 2163.06; 934.139
5444; 2162.8; 934.125
5445; 2162.55; 934.111
5446; 2162.29; 934.097
5447; 2162.03; 934.084
5448; 2161.77; 934.07
5449; 2161.51; 934.056
5450; 2161.25; 934.042
5451; 2160.99; 934.028
5452; 2160.73; 934.015
5453; 2160.47; 934.001
5454; 2160.21; 933.987
5455; 2159.95; 933.973
5456; 2159.69; 933.959
5457; 2159.44; 933.946
5458; 2159.18; 933.932
5459; 2158.92; 933.918
5460; 2158.66; 933.904
5461; 2158.4; 933.89
5462; 2158.14; 933.877
5463; 2157.89; 933.863
5464; 2157.63; 933.849
5465; 2157.37; 933.835
5466; 2157.11; 933.821
5467; 2156.85; 933.808
5468; 2156.6; 933.794
5469; 2156.34; 933.78
5470; 2156.08; 933.766
5471; 2155.82; 933.753
5472; 2155.57; 933.739
5473; 2155.31; 933.725
5474; 2155.05; 933.711
5475; 2154.8; 933.697
5476; 2154.54; 933.684
5477; 2154.28; 933.67
5478; 2154.02; 933.656
5479; 2153.77; 933.642
5480; 2153.51; 933.629
5481; 2153.25; 933.615
5482; 2153; 933.601
5483; 2152.74; 933.587
5484; 2152.48; 933.573
5485; 2152.23; 933.56
5486; 2151.97; 933.546
5487; 2151.72; 933.532
5488; 2151.46; 933.518
5489; 2151.2; 933.505
5490; 2150.95; 933.491
5491; 2150.69; 933.477
5492; 2150.44; 933.463
5493; 2150.18; 933.449
5494; 2149.93; 933.436
5495; 2149.67; 933.422
5496; 2149.41; 933.408
5497; 2149.16; 933.394
5498; 2148.9; 933.381
5499; 2148.65; 933.367
5500; 2148.39; 933.353
5501; 2148.14; 933.339
5502; 2147.88; 933.326
5503; 2147.63; 933.312
5504; 2147.37; 933.298
5505; 2147.12; 933.284
5506; 2146.87; 933.271
5507; 2146.61; 933.257
5508; 2146.36; 933.243
5509; 2146.1; 933.229
5510; 2145.85; 933.216
5511; 2145.59; 933.202
5512; 2145.34; 933.188
5513; 2145.09; 933.174
5514; 2144.83; 933.161
5515; 2144.58; 933.147
5516; 2144.32; 933.133
5517; 2144.07; 933.119
5518; 2143.82; 933.106
5519; 2143.56; 933.092
5520; 2143.31; 933.078
5521; 2143.06; 933.065
5522; 2142.8; 933.051
5523; 2142.55; 933.037
5524; 2142.3; 933.023
5525; 2142.04; 933.01
5526; 2141.79; 932.996
5527; 2141.54; 932.982
5528; 2141.29; 932.968
5529; 2141.03; 932.955
5530; 2140.78; 932.941
5531; 2140.53; 932.927
5532; 2140.28; 932.913
5533; 2140.02; 932.9
5534; 2139.77; 932.886
5535; 2139.52; 932.872
5536; 2139.27; 932.859
5537; 2139.02; 932.845
5538; 2138.76; 932.831
5539; 2138.51; 932.817
5540; 2138.26; 932.804
5541; 2138.01; 932.79
5542; 2137.76; 932.776
5543; 2137.51; 932.763
5544; 2137.25; 932.749
5545; 2137; 932.735
5546; 2136.75; 932.721
5547; 2136.5; 932.708
5548; 2136.25; 932.694
5549; 2136; 932.68
5550; 2135.75; 932.667
5551; 2135.5; 932.653
5552; 2135.25; 932.639
5553; 2134.99; 932.625
5554; 2134.74; 932.612
5555; 2134.49; 932.598
5556; 2134.24; 932.584
5557; 2133.99; 932.571
5558; 2133.74; 932.557
5559; 2133.49; 932.543
5560; 2133.24; 932.53
5561; 2132.99; 932.516
5562; 2132.74; 932.502
5563; 2132.49; 932.488
5564; 2132.24; 932.475
5565; 2131.99; 932.461
5566; 2131.74; 932.447
5567; 2131.49; 932.434
5568; 2131.24; 932.42
5569; 2130.99; 932.406
5570; 2130.74; 932.393
5571; 2130.5; 932.379
5572; 2130.25; 932.365
5573; 2130; 932.352
5574; 2129.75; 932.338
5575; 2129.5; 932.324
5576; 2129.25; 932.311
5577; 2129; 932.297
5578; 2128.75; 932.283
5579; 2128.5; 932.269
5580; 2128.26; 932.256
5581; 2128.01; 932.242
5582; 2127.76; 932.228
5583; 2127.51; 932.215
5584; 2127.26; 932.201
5585; 2127.01; 932.187
5586; 2126.77; 932.174
5587; 2126.52; 932.16
5588; 2126.27; 932.146
5589; 2126.02; 932.133
5590; 2125.77; 932.119
5591; 2125.53; 932.105
5592; 2125.28; 932.092
5593; 2125.03; 932.078
5594; 2124.78; 932.064
5595; 2124.54; 932.051
5596; 2124.29; 932.037
5597; 2124.04; 932.023
5598; 2123.79; 932.01
5599; 2123.55; 931.996
5600; 2123.3; 931.982
5601; 2123.05; 931.969
5602; 2122.81; 931.955
5603; 2122.56; 931.941
5604; 2122.31; 931.928
5605; 2122.07; 931.914
5606; 2121.82; 931.9
5607; 2121.57; 931.887
5608; 2121.33; 931.873
5609; 2121.08; 931.859
5610; 2120.84; 931.846
5611; 2120.59; 931.832
5612; 2120.34; 931.819
5613; 2120.1; 931.805
5614; 2119.85; 931.791
5615; 2119.61; 931.778
5616; 2119.36; 931.764
5617; 2119.11; 931.75
5618; 2118.87; 931.737
5619; 2118.62; 931.723
5620; 2118.38; 931.709
5621; 2118.13; 931.696
5622; 2117.89; 931.682
5623; 2117.64; 931.668
5624; 2117.4; 931.655
5625; 2117.15; 931.641
5626; 2116.91; 931.628
5627; 2116.66; 931.614
5628; 2116.42; 931.6
5629; 2116.17; 931.587
5630; 2115.93; 931.573
5631; 2115.68; 931.559
5632; 2115.44; 931.546
5633; 2115.19; 931.532
5634; 2114.95; 931.518
5635; 2114.71; 931.505
5636; 2114.46; 931.491
5637; 2114.22; 931.478
5638; 2113.97; 931.464
5639; 2113.73; 931.45
5640; 2113.49; 931.437
5641; 2113.24; 931.423
5642; 2113; 931.41
5643; 2112.75; 931.396
5644; 2112.51; 931.382
5645; 2112.27; 931.369
5646; 2112.02; 931.355
5647; 2111.78; 931.341
5648; 2111.54; 931.328
5649; 2111.29; 931.314
5650; 2111.05; 931.301
5651; 2110.81; 931.287
5652; 2110.57; 931.273
5653; 2110.32; 931.26
5654; 2110.08; 931.246
5655; 2109.84; 931.233
5656; 2109.59; 931.219
5657; 2109.35; 931.205
5658; 2109.11; 931.192
5659; 2108.87; 931.178
5660; 2108.62; 931.164
5661; 2108.38; 931.151
5662; 2108.14; 931.137
5663; 2107.9; 931.124
5664; 2107.66; 931.11
5665; 2107.41; 931.096
5666; 2107.17; 931.083
5667; 2106.93; 931.069
5668; 2106.69; 931.056
5669; 2106.45; 931.042
5670; 2106.21; 931.029
5671; 2105.96; 931.015
5672; 2105.72; 931.001
5673; 2105.48; 930.988
5674; 2105.24; 930.974
5675; 2105; 930.961
5676; 2104.76; 930.947
5677; 2104.52; 930.933
5678; 2104.28; 930.92
5679; 2104.03; 930.906
5680; 2103.79; 930.893
5681; 2103.55; 930.879
5682; 2103.31; 930.865
5683; 2103.07; 930.852
5684; 2102.83; 930.838
5685; 2102.59; 930.825
5686; 2102.35; 930.811
5687; 2102.11; 930.798
5688; 2101.87; 930.784
5689; 2101.63; 930.77
5690; 2101.39; 930.757
5691; 2101.15; 930.743
5692; 2100.91; 930.73
5693; 2100.67; 930.716
5694; 2100.43; 930.703
5695; 2100.19; 930.689
5696; 2099.95; 930.675
5697; 2099.71; 930.662
5698; 2099.47; 930.648
5699; 2099.23; 930.635
5700; 2098.99; 930.621
5701; 2098.75; 930.608
5702; 2098.51; 930.594
5703; 2098.28; 930.58
5704; 2098.04; 930.567
5705; 2097.8; 930.553
5706; 2097.56; 930.54
5707; 2097.32; 930.526
5708; 2097.08; 930.513
5709; 2096.84; 930.499
5710; 2096.6; 930.486
5711; 2096.37; 930.472
5712; 2096.13; 930.458
5713; 2095.89; 930.445
5714; 2095.65; 930.431
5715; 2095.41; 930.418
5716; 2095.17; 930.404
5717; 2094.94; 930.391
5718; 2094.7; 930.377
5719; 2094.46; 930.364
5720; 2094.22; 930.35
5721; 2093.98; 930.336
5722; 2093.75; 930.323
5723; 2093.51; 930.309
5724; 2093.27; 930.296
5725; 2093.03; 930.282
5726; 2092.8; 930.269
5727; 2092.56; 930.255
5728; 2092.32; 930.242
5729; 2092.09; 930.228
5730; 2091.85; 930.215
5731; 2091.61; 930.201
5732; 2091.37; 930.187
5733; 2091.14; 930.174
5734; 2090.9; 930.16
5735; 2090.66; 930.147
5736; 2090.43; 930.133
5737; 2090.19; 930.12
5738; 2089.95; 930.106
5739; 2089.72; 930.093
5740; 2089.48; 930.079
5741; 2089.25; 930.066
5742; 2089.01; 930.052
5743; 2088.77; 930.039
5744; 2088.54; 930.025
5745; 2088.3; 930.012
5746; 2088.07; 929.998
5747; 2087.83; 929.985
5748; 2087.59; 929.971
5749; 2087.36; 929.958
5750; 2087.12; 929.944
5751; 2086.89; 929.93
5752; 2086.65; 929.917
5753; 2086.42; 929.903
5754; 2086.18; 929.89
5755; 2085.95; 929.876
5756; 2085.71; 929.863
5757; 2085.47; 929.849
5758; 2085.24; 929.836
5759; 2085; 929.822
5760; 2084.77; 929.809
5761; 2084.54; 929.795
5762; 2084.3; 929.782
5763; 2084.07; 929.768
5764; 2083.83; 929.755
5765; 2083.6; 929.741
5766; 2083.36; 929.728
5767; 2083.13; 929.714
5768; 2082.89; 929.701
5769; 2082.66; 929.687
5770; 2082.43; 929.674
5771; 2082.19; 929.66
5772; 2081.96; 929.647
5773; 2081.72; 929.633
5774; 2081.49; 929.62
5775; 2081.26; 929.606
5776; 2081.02; 929.593
5777; 2080.79; 929.579
5778; 2080.55; 929.566
5779; 2080.32; 929.552
5780; 2080.09; 929.539
5781; 2079.85; 929.525
5782; 2079.62; 929.512
5783; 2079.39; 929.498
5784; 2079.15; 929.485
5785; 2078.92; 929.471
5786; 2078.69; 929.458
5787; 2078.46; 929.444
5788; 2078.22; 929.431
5789; 2077.99; 929.417
5790; 2077.76; 929.404
5791; 2077.52; 929.39
5792; 2077.29; 929.377
5793; 2077.06; 929.363
5794; 2076.83; 929.35
5795; 2076.59; 929.337
5796; 2076.36; 929.323
5797; 2076.13; 929.31
5798; 2075.9; 929.296
5799; 2075.67; 929.283
5800; 2075.43; 929.269
5801; 2075.2; 929.256
5802; 2074.97; 929.242
5803; 2074.74; 929.229
5804; 2074.51; 929.215
5805; 2074.27; 929.202
5806; 2074.04; 929.188
5807; 2073.81; 929.175
5808; 2073.58; 929.161
5809; 2073.35; 929.148
5810; 2073.12; 929.134
5811; 2072.89; 929.121
5812; 2072.65; 929.108
5813; 2072.42; 929.094
5814; 2072.19; 929.081
5815; 2071.96; 929.067
5816; 2071.73; 929.054
5817; 2071.5; 929.04
5818; 2071.27; 929.027
5819; 2071.04; 929.013
5820; 2070.81; 929
5821; 2070.58; 928.986
5822; 2070.35; 928.973
5823; 2070.12; 928.959
5824; 2069.89; 928.946
5825; 2069.66; 928.933
5826; 2069.43; 928.919
5827; 2069.2; 928.906
5828; 2068.97; 928.892
5829; 2068.74; 928.879
5830; 2068.51; 928.865
5831; 2068.28; 928.852
5832; 2068.05; 928.838
5833; 2067.82; 928.825
5834; 2067.59; 928.812
5835; 2067.36; 928.798
5836; 2067.13; 928.785
5837; 2066.9; 928.771
5838; 2066.67; 928.758
5839; 2066.44; 928.744
5840; 2066.21; 928.731
5841; 2065.98; 928.717
5842; 2065.75; 928.704
5843; 2065.52; 928.691
5844; 2065.29; 928.677
5845; 2065.07; 928.664
5846; 2064.84; 928.65
5847; 2064.61; 928.637
5848; 2064.38; 928.623
5849; 2064.15; 928.61
5850; 2063.92; 928.597
5851; 2063.69; 928.583
5852; 2063.47; 928.57
5853; 2063.24; 928.556
5854; 2063.01; 928.543
5855; 2062.78; 928.529
5856; 2062.55; 928.516
5857; 2062.33; 928.503
5858; 2062.1; 928.489
5859; 2061.87; 928.476
5860; 2061.64; 928.462
5861; 2061.41; 928.449
5862; 2061.19; 928.436
5863; 2060.96; 928.422
5864; 2060.73; 928.409
5865; 2060.5; 928.395
5866; 2060.28; 928.382
5867; 2060.05; 928.368
5868; 2059.82; 928.355
5869; 2059.59; 928.342
5870; 2059.37; 928.328
5871; 2059.14; 928.315
5872; 2058.91; 928.301
5873; 2058.69; 928.288
5874; 2058.46; 928.275
5875; 2058.23; 928.261
5876; 2058.01; 928.248
5877; 2057.78; 928.234
5878; 2057.55; 928.221
5879; 2057.33; 928.208
5880; 2057.1; 928.194
5881; 2056.87; 928.181
5882; 2056.65; 928.167
5883; 2056.42; 928.154
5884; 2056.19; 928.141
5885; 2055.97; 928.127
5886; 2055.74; 928.114
5887; 2055.52; 928.1
5888; 2055.29; 928.087
5889; 2055.07; 928.074
5890; 2054.84; 928.06
5891; 2054.61; 928.047
5892; 2054.39; 928.033
5893; 2054.16; 928.02
5894; 2053.94; 928.007
5895; 2053.71; 927.993
5896; 2053.49; 927.98
5897; 2053.26; 927.966
5898; 2053.04; 927.953
5899; 2052.81; 927.94
5900; 2052.59; 927.926
5901; 2052.36; 927.913
5902; 2052.14; 927.9
5903; 2051.91; 927.886
5904; 2051.69; 927.873
5905; 2051.46; 927.859
5906; 2051.24; 927.846
5907; 2051.01; 927.833
5908; 2050.79; 927.819
5909; 2050.56; 927.806
5910; 2050.34; 927.792
5911; 2050.11; 927.779
5912; 2049.89; 927.766
5913; 2049.67; 927.752
5914; 2049.44; 927.739
5915; 2049.22; 927.726
5916; 2048.99; 927.712
5917; 2048.77; 927.699
5918; 2048.55; 927.685
5919; 2048.32; 927.672
5920; 2048.1; 927.659
5921; 2047.88; 927.645
5922; 2047.65; 927.632
5923; 2047.43; 927.619
5924; 2047.2; 927.605
5925; 2046.98; 927.592
5926; 2046.76; 927.579
5927; 2046.53; 927.565
5928; 2046.31; 927.552
5929; 2046.09; 927.539
5930; 2045.87; 927.525
5931; 2045.64; 927.512
5932; 2045.42; 927.498
5933; 2045.2; 927.485
5934; 2044.97; 927.472
5935; 2044.75; 927.458
5936; 2044.53; 927.445
5937; 2044.31; 927.432
5938; 2044.08; 927.418
5939; 2043.86; 927.405
5940; 2043.64; 927.392
5941; 2043.42; 927.378
5942; 2043.19; 927.365
5943; 2042.97; 927.352
5944; 2042.75; 927.338
5945; 2042.53; 927.325
5946; 2042.31; 927.312
5947; 2042.08; 927.298
5948; 2041.86; 927.285
5949; 2041.64; 927.272
5950; 2041.42; 927.258
5951; 2041.2; 927.245
5952; 2040.98; 927.231
5953; 2040.75; 927.218
5954; 2040.53; 927.205
5955; 2040.31; 927.191
5956; 2040.09; 927.178
5957; 2039.87; 927.165
5958; 2039.65; 927.151
5959; 2039.43; 927.138
5960; 2039.2; 927.125
5961; 2038.98; 927.111
5962; 2038.76; 927.098
5963; 2038.54; 927.085
5964; 2038.32; 927.072
5965; 2038.1; 927.058
5966; 2037.88; 927.045
5967; 2037.66; 927.032
5968; 2037.44; 927.018
5969; 2037.22; 927.005
5970; 2037; 926.992
5971; 2036.78; 926.978
5972; 2036.56; 926.965
5973; 2036.34; 926.952
5974; 2036.12; 926.938
5975; 2035.9; 926.925
5976; 2035.68; 926.912
5977; 2035.46; 926.898
5978; 2035.24; 926.885
5979; 2035.02; 926.872
5980; 2034.8; 926.858
5981; 2034.58; 926.845
5982; 2034.36; 926.832
5983; 2034.14; 926.818
5984; 2033.92; 926.805
5985; 2033.7; 926.792
5986; 2033.48; 926.779
5987; 2033.26; 926.765
5988; 2033.04; 926.752
5989; 2032.82; 926.739
5990; 2032.6; 926.725
5991; 2032.38; 926.712
5992; 2032.17; 926.699
5993; 2031.95; 926.685
5994; 2031.73; 926.672
5995; 2031.51; 926.659
5996; 2031.29; 926.645
5997; 2031.07; 926.632
5998; 2030.85; 926.619
5999; 2030.64; 926.606
6000; 2030.42; 926.592
6001; 2030.2; 926.579
6002; 2029.98; 926.566
6003; 2029.76; 926.552
6004; 2029.54; 926.539
6005; 2029.33; 926.526
6006; 2029.11; 926.513
6007; 2028.89; 926.499
6008; 2028.67; 926.486
6009; 2028.45; 926.473
6010; 2028.24; 926.459
6011; 2028.02; 926.446
6012; 2027.8; 926.433
6013; 2027.58; 926.419
6014; 2027.37; 926.406
6015; 2027.15; 926.393
6016; 2026.93; 926.38
6017; 2026.71; 926.366
6018; 2026.5; 926.353
6019; 2026.28; 926.34
6020; 2026.06; 926.327
6021; 2025.84; 926.313
6022; 2025.63; 926.3
6023; 2025.41; 926.287
6024; 2025.19; 926.273
6025; 2024.98; 926.26
6026; 2024.76; 926.247
6027; 2024.54; 926.234
6028; 2024.33; 926.22
6029; 2024.11; 926.207
6030; 2023.89; 926.194
6031; 2023.68; 926.181
6032; 2023.46; 926.167
6033; 2023.24; 926.154
6034; 2023.03; 926.141
6035; 2022.81; 926.127
6036; 2022.6; 926.114
6037; 2022.38; 926.101
6038; 2022.16; 926.088
6039; 2021.95; 926.074
6040; 2021.73; 926.061
6041; 2021.52; 926.048
6042; 2021.3; 926.035
6043; 2021.08; 926.021
6044; 2020.87; 926.008
6045; 2020.65; 925.995
6046; 2020.44; 925.982
6047; 2020.22; 925.968
6048; 2020.01; 925.955
6049; 2019.79; 925.942
6050; 2019.58; 925.929
6051; 2019.36; 925.915
6052; 2019.15; 925.902
6053; 2018.93; 925.889
6054; 2018.72; 925.876
6055; 2018.5; 925.862
6056; 2018.29; 925.849
6057; 2018.07; 925.836
6058; 2017.86; 925.823
6059; 2017.64; 925.809
6060; 2017.43; 925.796
6061; 2017.21; 925.783
6062; 2017; 925.77
6063; 2016.78; 925.756
6064; 2016.57; 925.743
6065; 2016.36; 925.73
6066; 2016.14; 925.717
6067; 2015.93; 925.703
6068; 2015.71; 925.69
6069; 2015.5; 925.677
6070; 2015.29; 925.664
6071; 2015.07; 925.65
6072; 2014.86; 925.637
6073; 2014.64; 925.624
6074; 2014.43; 925.611
6075; 2014.22; 925.597
6076; 2014; 925.584
6077; 2013.79; 925.571
6078; 2013.58; 925.558
6079; 2013.36; 925.545
6080; 2013.15; 925.531
6081; 2012.94; 925.518
6082; 2012.72; 925.505
6083; 2012.51; 925.492
6084; 2012.3; 925.478
6085; 2012.08; 925.465
6086; 2011.87; 925.452
6087; 2011.66; 925.439
6088; 2011.44; 925.426
6089; 2011.23; 925.412
6090; 2011.02; 925.399
6091; 2010.81; 925.386
6092; 2010.59; 925.373
6093; 2010.38; 925.359
6094; 2010.17; 925.346
6095; 2009.96; 925.333
6096; 2009.74; 925.32
6097; 2009.53; 925.307
6098; 2009.32; 925.293
6099; 2009.11; 925.28
6100; 2008.89; 925.267
6101; 2008.68; 925.254
6102; 2008.47; 925.241
6103; 2008.26; 925.227
6104; 2008.05; 925.214
6105; 2007.84; 925.201
6106; 2007.62; 925.188
6107; 2007.41; 925.175
6108; 2007.2; 925.161
6109; 2006.99; 925.148
6110; 2006.78; 925.135
6111; 2006.57; 925.122
6112; 2006.35; 925.109
6113; 2006.14; 925.095
6114; 2005.93; 925.082
6115; 2005.72; 925.069
6116; 2005.51; 925.056
6117; 2005.3; 925.043
6118; 2005.09; 925.029
6119; 2004.88; 925.016
6120; 2004.67; 925.003
6121; 2004.45; 924.99
6122; 2004.24; 924.977
6123; 2004.03; 924.963
6124; 2003.82; 924.95
6125; 2003.61; 924.937
6126; 2003.4; 924.924
6127; 2003.19; 924.911
6128; 2002.98; 924.897
6129; 2002.77; 924.884
6130; 2002.56; 924.871
6131; 2002.35; 924.858
6132; 2002.14; 924.845
6133; 2001.93; 924.831
6134; 2001.72; 924.818
6135; 2001.51; 924.805
6136; 2001.3; 924.792
6137; 2001.09; 924.779
6138; 2000.88; 924.766
6139; 2000.67; 924.752
6140; 2000.46; 924.739
6141; 2000.25; 924.726
6142; 2000.04; 924.713
6143; 1999.83; 924.7
6144; 1999.62; 924.687
6145; 1999.41; 924.673
6146; 1999.2; 924.66
6147; 1998.99; 924.647
6148; 1998.79; 924.634
6149; 1998.58; 924.621
6150; 1998.37; 924.608
6151; 1998.16; 924.594
6152; 1997.95; 924.581
6153; 1997.74; 924.568
6154; 1997.53; 924.555
6155; 1997.32; 924.542
6156; 1997.11; 924.529
6157; 1996.91; 924.515
6158; 1996.7; 924.502
6159; 1996.49; 924.489
6160; 1996.28; 924.476
6161; 1996.07; 924.463
6162; 1995.86; 924.45
6163; 1995.66; 924.436
6164; 1995.45; 924.423
6165; 1995.24; 924.41
6166; 1995.03; 924.397
6167; 1994.82; 924.384
6168; 1994.61; 924.371
6169; 1994.41; 924.357
6170; 1994.2; 924.344
6171; 1993.99; 924.331
6172; 1993.78; 924.318
6173; 1993.58; 924.305
6174; 1993.37; 924.292
6175; 1993.16; 924.279
6176; 1992.95; 924.265
6177; 1992.75; 924.252
6178; 1992.54; 924.239
6179; 1992.33; 924.226
6180; 1992.12; 924.213
6181; 1991.92; 924.2
6182; 1991.71; 924.187
6183; 1991.5; 924.173
6184; 1991.3; 924.16
6185; 1991.09; 924.147
6186; 1990.88; 924.134
6187; 1990.67; 924.121
6188; 1990.47; 924.108
6189; 1990.26; 924.095
6190; 1990.05; 924.081
6191; 1989.85; 924.068
6192; 1989.64; 924.055
6193; 1989.43; 924.042
6194; 1989.23; 924.029
6195; 1989.02; 924.016
6196; 1988.82; 924.003
6197; 1988.61; 923.99
6198; 1988.4; 923.976
6199; 1988.2; 923.963
6200; 1987.99; 923.95
6201; 1987.78; 923.937
6202; 1987.58; 923.924
6203; 1987.37; 923.911
6204; 1987.17; 923.898
6205; 1986.96; 923.885
6206; 1986.76; 923.871
6207; 1986.55; 923.858
6208; 1986.34; 923.845
6209; 1986.14; 923.832
6210; 1985.93; 923.819
6211; 1985.73; 923.806
6212; 1985.52; 923.793
6213; 1985.32; 923.78
6214; 1985.11; 923.766
6215; 1984.91; 923.753
6216; 1984.7; 923.74
6217; 1984.5; 923.727
6218; 1984.29; 923.714
6219; 1984.09; 923.701
6220; 1983.88; 923.688
6221; 1983.68; 923.675
6222; 1983.47; 923.662
6223; 1983.27; 923.648
6224; 1983.06; 923.635
6225; 1982.86; 923.622
6226; 1982.65; 923.609
6227; 1982.45; 923.596
6228; 1982.24; 923.583
6229; 1982.04; 923.57
6230; 1981.84; 923.557
6231; 1981.63; 923.544
6232; 1981.43; 923.531
6233; 1981.22; 923.517
6234; 1981.02; 923.504
6235; 1980.82; 923.491
6236; 1980.61; 923.478
6237; 1980.41; 923.465
6238; 1980.2; 923.452
6239; 1980; 923.439
6240; 1979.8; 923.426
6241; 1979.59; 923.413
6242; 1979.39; 923.4
6243; 1979.18; 923.387
6244; 1978.98; 923.373
6245; 1978.78; 923.36
6246; 1978.57; 923.347
6247; 1978.37; 923.334
6248; 1978.17; 923.321
6249; 1977.96; 923.308
6250; 1977.76; 923.295
6251; 1977.56; 923.282
6252; 1977.36; 923.269
6253; 1977.15; 923.256
6254; 1976.95; 923.243
6255; 1976.75; 923.229
6256; 1976.54; 923.216
6257; 1976.34; 923.203
6258; 1976.14; 923.19
6259; 1975.94; 923.177
6260; 1975.73; 923.164
