dx; dy; l_max; epsilon
0.00660692; 0.00660692; 100000; 0.001
Iteration; Residual; Error
2935; 3287.69; 972.803
2936; 3286.91; 972.785
2937; 3286.13; 972.768
2938; 3285.35; 972.75
2939; 3284.57; 972.733
2940; 3283.78; 972.715
2941; 3283; 972.697
2942; 3282.22; 972.68
2943; 3281.44; 972.662
2944; 3280.66; 972.645
2945; 3279.89; 972.627
2946; 3279.11; 972.61
2947; 3278.33; 972.592
2948; 3277.55; 972.575
2949; 3276.77; 972.557
2950; 3276; 972.54
2951; 3275.22; 972.522
2952; 3274.45; 972.505
2953; 3273.67; 972.487
2954; 3272.9; 972.47
2955; 3272.12; 972.452
2956; 3271.35; 972.435
2957; 3270.58; 972.417
2958; 3269.8; 972.4
2959; 3269.03; 972.382
2960; 3268.26; 972.365
2961; 3267.49; 972.347
2962; 3266.72; 972.33
2963; 3265.95; 972.312
2964; 3265.18; 972.295
2965; 3264.41; 972.277
2966; 3263.64; 972.26
2967; 3262.87; 972.242
2968; 3262.1; 972.225
2969; 3261.33; 972.207
2970; 3260.57; 972.19
2971; 3259.8; 972.172
2972; 3259.03; 972.155
2973; 3258.27; 972.138
2974; 3257.5; 972.12
2975; 3256.74; 972.103
2976; 3255.97; 972.085
2977; 3255.21; 972.068
2978; 3254.45; 972.05
2979; 3253.68; 972.033
2980; 3252.92; 972.015
2981; 3252.16; 971.998
2982; 3251.4; 971.98
2983; 3250.64; 971.963
2984; 3249.87; 971.946
2985; 3249.11; 971.928
2986; 3248.35; 971.911
2987; 3247.59; 971.893
2988; 3246.84; 971.876
2989; 3246.08; 971.858
2990; 3245.32; 971.841
2991; 3244.56; 971.824
2992; 3243.8; 971.806
2993; 3243.05; 971.789
2994; 3242.29; 971.771
2995; 3241.54; 971.754
2996; 3240.78; 971.736
2997; 3240.03; 971.719
2998; 3239.27; 971.702
2999; 3238.52; 971.684
3000; 3237.76; 971.667
3001; 3237.01; 971.649
3002; 3236.26; 971.632
3003; 3235.51; 971.615
3004; 3234.75; 971.597
3005; 3234; 971.58
3006; 3233.25; 971.562
3007; 3232.5; 971.545
3008; 3231.75; 971.528
3009; 3231; 971.51
3010; 3230.25; 971.493
3011; 3229.5; 971.476
3012; 3228.76; 971.458
3013; 3228.01; 971.441
3014; 3227.26; 971.423
3015; 3226.51; 971.406
3016; 3225.77; 971.389
3017; 3225.02; 971.371
3018; 3224.28; 971.354
3019; 3223.53; 971.337
3020; 3222.79; 971.319
3021; 3222.04; 971.302
3022; 3221.3; 971.285
3023; 3220.56; 971.267
3024; 3219.81; 971.25
3025; 3219.07; 971.232
3026; 3218.33; 971.215
3027; 3217.59; 971.198
3028; 3216.85; 971.18
3029; 3216.1; 971.163
3030; 3215.36; 971.146
3031; 3214.62; 971.128
3032; 3213.88; 971.111
3033; 3213.15; 971.094
3034; 3212.41; 971.076
3035; 3211.67; 971.059
3036; 3210.93; 971.042
3037; 3210.19; 971.025
3038; 3209.46; 971.007
3039; 3208.72; 970.99
3040; 3207.99; 970.973
3041; 3207.25; 970.955
3042; 3206.51; 970.938
3043; 3205.78; 970.921
3044; 3205.05; 970.903
3045; 3204.31; 970.886
3046; 3203.58; 970.869
3047; 3202.85; 970.851
3048; 3202.11; 970.834
3049; 3201.38; 970.817
3050; 3200.65; 970.8
3051; 3199.92; 970.782
3052; 3199.19; 970.765
3053; 3198.46; 970.748
3054; 3197.73; 970.73
3055; 3197; 970.713
3056; 3196.27; 970.696
3057; 3195.54; 970.679
3058; 3194.81; 970.661
3059; 3194.08; 970.644
3060; 3193.36; 970.627
3061; 3192.63; 970.61
3062; 3191.9; 970.592
3063; 3191.18; 970.575
3064; 3190.45; 970.558
3065; 3189.73; 970.54
3066; 3189; 970.523
3067; 3188.28; 970.506
3068; 3187.55; 970.489
3069; 3186.83; 970.471
3070; 3186.11; 970.454
3071; 3185.38; 970.437
3072; 3184.66; 970.42
3073; 3183.94; 970.402
3074; 3183.22; 970.385
3075; 3182.5; 970.368
3076; 3181.78; 970.351
3077; 3181.06; 970.334
3078; 3180.34; 970.316
3079; 3179.62; 970.299
3080; 3178.9; 970.282
3081; 3178.18; 970.265
3082; 3177.46; 970.247
3083; 3176.74; 970.23
3084; 3176.03; 970.213
3085; 3175.31; 970.196
3086; 3174.59; 970.179
3087; 3173.88; 970.161
3088; 3173.16; 970.144
3089; 3172.45; 970.127
3090; 3171.73; 970.11
3091; 3171.02; 970.093
3092; 3170.3; 970.075
3093; 3169.59; 970.058
3094; 3168.88; 970.041
3095; 3168.16; 970.024
3096; 3167.45; 970.007
3097; 3166.74; 969.989
3098; 3166.03; 969.972
3099; 3165.32; 969.955
3100; 3164.61; 969.938
3101; 3163.9; 969.921
3102; 3163.19; 969.903
3103; 3162.48; 969.886
3104; 3161.77; 969.869
3105; 3161.06; 969.852
3106; 3160.35; 969.835
3107; 3159.64; 969.818
3108; 3158.94; 969.8
3109; 3158.23; 969.783
3110; 3157.52; 969.766
3111; 3156.82; 969.749
3112; 3156.11; 969.732
3113; 3155.4; 969.715
3114; 3154.7; 969.697
3115; 3153.99; 969.68
3116; 3153.29; 969.663
3117; 3152.59; 969.646
3118; 3151.88; 969.629
3119; 3151.18; 969.612
3120; 3150.48; 969.595
3121; 3149.78; 969.577
3122; 3149.07; 969.56
3123; 3148.37; 969.543
3124; 3147.67; 969.526
3125; 3146.97; 969.509
3126; 3146.27; 969.492
3127; 3145.57; 969.475
3128; 3144.87; 969.458
3129; 3144.17; 969.44
3130; 3143.47; 969.423
3131; 3142.78; 969.406
3132; 3142.08; 969.389
3133; 3141.38; 969.372
3134; 3140.68; 969.355
3135; 3139.99; 969.338
3136; 3139.29; 969.321
3137; 3138.6; 969.304
3138; 3137.9; 969.286
3139; 3137.2; 969.269
3140; 3136.51; 969.252
3141; 3135.82; 969.235
3142; 3135.12; 969.218
3143; 3134.43; 969.201
3144; 3133.74; 969.184
3145; 3133.04; 969.167
3146; 3132.35; 969.15
3147; 3131.66; 969.133
3148; 3130.97; 969.116
3149; 3130.28; 969.098
3150; 3129.59; 969.081
3151; 3128.9; 969.064
3152; 3128.21; 969.047
3153; 3127.52; 969.03
3154; 3126.83; 969.013
3155; 3126.14; 968.996
3156; 3125.45; 968.979
3157; 3124.76; 968.962
3158; 3124.07; 968.945
3159; 3123.39; 968.928
3160; 3122.7; 968.911
3161; 3122.01; 968.894
3162; 3121.33; 968.877
3163; 3120.64; 968.86
3164; 3119.96; 968.843
3165; 3119.27; 968.826
3166; 3118.59; 968.808
3167; 3117.9; 968.791
3168; 3117.22; 968.774
3169; 3116.54; 968.757
3170; 3115.85; 968.74
3171; 3115.17; 968.723
3172; 3114.49; 968.706
3173; 3113.81; 968.689
3174; 3113.13; 968.672
3175; 3112.45; 968.655
3176; 3111.76; 968.638
3177; 3111.08; 968.621
3178; 3110.4; 968.604
3179; 3109.72; 968.587
3180; 3109.05; 968.57
3181; 3108.37; 968.553
3182; 3107.69; 968.536
3183; 3107.01; 968.519
3184; 3106.33; 968.502
3185; 3105.66; 968.485
3186; 3104.98; 968.468
3187; 3104.3; 968.451
3188; 3103.63; 968.434
3189; 3102.95; 968.417
3190; 3102.28; 968.4
3191; 3101.6; 968.383
3192; 3100.93; 968.366
3193; 3100.25; 968.349
3194; 3099.58; 968.332
3195; 3098.91; 968.315
3196; 3098.23; 968.298
3197; 3097.56; 968.281
3198; 3096.89; 968.264
3199; 3096.22; 968.247
3200; 3095.54; 968.23
3201; 3094.87; 968.213
3202; 3094.2; 968.196
3203; 3093.53; 968.179
3204; 3092.86; 968.162
3205; 3092.19; 968.145
3206; 3091.52; 968.129
3207; 3090.85; 968.112
3208; 3090.19; 968.095
3209; 3089.52; 968.078
3210; 3088.85; 968.061
3211; 3088.18; 968.044
3212; 3087.51; 968.027
3213; 3086.85; 968.01
3214; 3086.18; 967.993
3215; 3085.52; 967.976
3216; 3084.85; 967.959
3217; 3084.19; 967.942
3218; 3083.52; 967.925
3219; 3082.86; 967.908
3220; 3082.19; 967.891
3221; 3081.53; 967.874
3222; 3080.86; 967.857
3223; 3080.2; 967.841
3224; 3079.54; 967.824
3225; 3078.88; 967.807
3226; 3078.21; 967.79
3227; 3077.55; 967.773
3228; 3076.89; 967.756
3229; 3076.23; 967.739
3230; 3075.57; 967.722
3231; 3074.91; 967.705
3232; 3074.25; 967.688
3233; 3073.59; 967.671
3234; 3072.93; 967.655
3235; 3072.27; 967.638
3236; 3071.62; 967.621
3237; 3070.96; 967.604
3238; 3070.3; 967.587
3239; 3069.64; 967.57
3240; 3068.99; 967.553
3241; 3068.33; 967.536
3242; 3067.67; 967.519
3243; 3067.02; 967.502
3244; 3066.36; 967.486
3245; 3065.71; 967.469
3246; 3065.05; 967.452
3247; 3064.4; 967.435
3248; 3063.75; 967.418
3249; 3063.09; 967.401
3250; 3062.44; 967.384
3251; 3061.79; 967.367
3252; 3061.13; 967.351
3253; 3060.48; 967.334
3254; 3059.83; 967.317
3255; 3059.18; 967.3
3256; 3058.53; 967.283
3257; 3057.88; 967.266
3258; 3057.23; 967.249
3259; 3056.58; 967.233
3260; 3055.93; 967.216
3261; 3055.28; 967.199
3262; 3054.63; 967.182
3263; 3053.98; 967.165
3264; 3053.33; 967.148
3265; 3052.68; 967.132
3266; 3052.04; 967.115
3267; 3051.39; 967.098
3268; 3050.74; 967.081
3269; 3050.1; 967.064
3270; 3049.45; 967.047
3271; 3048.8; 967.031
3272; 3048.16; 967.014
3273; 3047.51; 966.997
3274; 3046.87; 966.98
3275; 3046.23; 966.963
3276; 3045.58; 966.946
3277; 3044.94; 966.93
3278; 3044.29; 966.913
3279; 3043.65; 966.896
3280; 3043.01; 966.879
3281; 3042.37; 966.862
3282; 3041.72; 966.846
3283; 3041.08; 966.829
3284; 3040.44; 966.812
3285; 3039.8; 966.795
3286; 3039.16; 966.778
3287; 3038.52; 966.762
3288; 3037.88; 966.745
3289; 3037.24; 966.728
3290; 3036.6; 966.711
3291; 3035.96; 966.694
3292; 3035.33; 966.678
3293; 3034.69; 966.661
3294; 3034.05; 966.644
3295; 3033.41; 966.627
3296; 3032.78; 966.611
3297; 3032.14; 966.594
3298; 3031.5; 966.577
3299; 3030.87; 966.56
3300; 3030.23; 966.543
3301; 3029.6; 966.527
3302; 3028.96; 966.51
3303; 3028.33; 966.493
3304; 3027.69; 966.476
3305; 3027.06; 966.46
3306; 3026.42; 966.443
3307; 3025.79; 966.426
3308; 3025.16; 966.409
3309; 3024.53; 966.393
3310; 3023.89; 966.376
3311; 3023.26; 966.359
3312; 3022.63; 966.342
3313; 3022; 966.326
3314; 3021.37; 966.309
3315; 3020.74; 966.292
3316; 3020.11; 966.275
3317; 3019.48; 966.259
3318; 3018.85; 966.242
3319; 3018.22; 966.225
3320; 3017.59; 966.208
3321; 3016.96; 966.192
3322; 3016.33; 966.175
3323; 3015.71; 966.158
3324; 3015.08; 966.142
3325; 3014.45; 966.125
3326; 3013.83; 966.108
3327; 3013.2; 966.091
3328; 3012.57; 966.075
3329; 3011.95; 966.058
3330; 3011.32; 966.041
3331; 3010.7; 966.025
3332; 3010.07; 966.008
3333; 3009.45; 965.991
3334; 3008.82; 965.974
3335; 3008.2; 965.958
3336; 3007.58; 965.941
3337; 3006.95; 965.924
3338; 3006.33; 965.908
3339; 3005.71; 965.891
3340; 3005.09; 965.874
3341; 3004.46; 965.858
3342; 3003.84; 965.841
3343; 3003.22; 965.824
3344; 3002.6; 965.808
3345; 3001.98; 965.791
3346; 3001.36; 965.774
3347; 3000.74; 965.757
3348; 3000.12; 965.741
3349; 2999.5; 965.724
3350; 2998.88; 965.707
3351; 2998.27; 965.691
3352; 2997.65; 965.674
3353; 2997.03; 965.657
3354; 2996.41; 965.641
3355; 2995.79; 965.624
3356; 2995.18; 965.607
3357; 2994.56; 965.591
3358; 2993.95; 965.574
3359; 2993.33; 965.557
3360; 2992.71; 965.541
3361; 2992.1; 965.524
3362; 2991.48; 965.508
3363; 2990.87; 965.491
3364; 2990.26; 965.474
3365; 2989.64; 965.458
3366; 2989.03; 965.441
3367; 2988.42; 965.424
3368; 2987.8; 965.408
3369; 2987.19; 965.391
3370; 2986.58; 965.374
3371; 2985.97; 965.358
3372; 2985.35; 965.341
3373; 2984.74; 965.325
3374; 2984.13; 965.308
3375; 2983.52; 965.291
3376; 2982.91; 965.275
3377; 2982.3; 965.258
3378; 2981.69; 965.241
3379; 2981.08; 965.225
3380; 2980.47; 965.208
3381; 2979.86; 965.192
3382; 2979.26; 965.175
3383; 2978.65; 965.158
3384; 2978.04; 965.142
3385; 2977.43; 965.125
3386; 2976.83; 965.109
3387; 2976.22; 965.092
3388; 2975.61; 965.075
3389; 2975.01; 965.059
3390; 2974.4; 965.042
3391; 2973.8; 965.026
3392; 2973.19; 965.009
3393; 2972.59; 964.992
3394; 2971.98; 964.976
3395; 2971.38; 964.959
3396; 2970.77; 964.943
3397; 2970.17; 964.926
3398; 2969.57; 964.909
3399; 2968.96; 964.893
3400; 2968.36; 964.876
3401; 2967.76; 964.86
3402; 2967.16; 964.843
3403; 2966.56; 964.827
3404; 2965.95; 964.81
3405; 2965.35; 964.793
3406; 2964.75; 964.777
3407; 2964.15; 964.76
3408; 2963.55; 964.744
3409; 2962.95; 964.727
3410; 2962.35; 964.711
3411; 2961.75; 964.694
3412; 2961.15; 964.678
3413; 2960.56; 964.661
3414; 2959.96; 964.644
3415; 2959.36; 964.628
3416; 2958.76; 964.611
3417; 2958.17; 964.595
3418; 2957.57; 964.578
3419; 2956.97; 964.562
3420; 2956.38; 964.545
3421; 2955.78; 964.529
3422; 2955.18; 964.512
3423; 2954.59; 964.496
3424; 2953.99; 964.479
3425; 2953.4; 964.463
3426; 2952.8; 964.446
3427; 2952.21; 964.429
3428; 2951.62; 964.413
3429; 2951.02; 964.396
3430; 2950.43; 964.38
3431; 2949.84; 964.363
3432; 2949.24; 964.347
3433; 2948.65; 964.33
3434; 2948.06; 964.314
3435; 2947.47; 964.297
3436; 2946.88; 964.281
3437; 2946.29; 964.264
3438; 2945.7; 964.248
3439; 2945.1; 964.231
3440; 2944.51; 964.215
3441; 2943.92; 964.198
3442; 2943.34; 964.182
3443; 2942.75; 964.165
3444; 2942.16; 964.149
3445; 2941.57; 964.132
3446; 2940.98; 964.116
3447; 2940.39; 964.099
3448; 2939.8; 964.083
3449; 2939.22; 964.066
3450; 2938.63; 964.05
3451; 2938.04; 964.033
3452; 2937.46; 964.017
3453; 2936.87; 964
3454; 2936.29; 963.984
3455; 2935.7; 963.967
3456; 2935.11; 963.951
3457; 2934.53; 963.935
3458; 2933.94; 963.918
3459; 2933.36; 963.902
3460; 2932.78; 963.885
3461; 2932.19; 963.869
3462; 2931.61; 963.852
3463; 2931.03; 963.836
3464; 2930.44; 963.819
3465; 2929.86; 963.803
3466; 2929.28; 963.786
3467; 2928.7; 963.77
3468; 2928.11; 963.753
3469; 2927.53; 963.737
3470; 2926.95; 963.721
3471; 2926.37; 963.704
3472; 2925.79; 963.688
3473; 2925.21; 963.671
3474; 2924.63; 963.655
3475; 2924.05; 963.638
3476; 2923.47; 963.622
3477; 2922.89; 963.606
3478; 2922.32; 963.589
3479; 2921.74; 963.573
3480; 2921.16; 963.556
3481; 2920.58; 963.54
3482; 2920; 963.523
3483; 2919.43; 963.507
3484; 2918.85; 963.491
3485; 2918.27; 963.474
3486; 2917.7; 963.458
3487; 2917.12; 963.441
3488; 2916.55; 963.425
3489; 2915.97; 963.408
3490; 2915.39; 963.392
3491; 2914.82; 963.376
3492; 2914.25; 963.359
3493; 2913.67; 963.343
3494; 2913.1; 963.326
3495; 2912.52; 963.31
3496; 2911.95; 963.294
3497; 2911.38; 963.277
3498; 2910.8; 963.261
3499; 2910.23; 963.244
3500; 2909.66; 963.228
3501; 2909.09; 963.212
3502; 2908.52; 963.195
3503; 2907.95; 963.179
3504; 2907.37; 963.163
3505; 2906.8; 963.146
3506; 2906.23; 963.13
3507; 2905.66; 963.113
3508; 2905.09; 963.097
3509; 2904.52; 963.081
3510; 2903.95; 963.064
3511; 2903.39; 963.048
3512; 2902.82; 963.032
3513; 2902.25; 963.015
3514; 2901.68; 962.999
3515; 2901.11; 962.982
3516; 2900.54; 962.966
3517; 2899.98; 962.95
3518; 2899.41; 962.933
3519; 2898.84; 962.917
3520; 2898.28; 962.901
3521; 2897.71; 962.884
3522; 2897.15; 962.868
3523; 2896.58; 962.852
3524; 2896.02; 962.835
3525; 2895.45; 962.819
3526; 2894.89; 962.803
3527; 2894.32; 962.786
3528; 2893.76; 962.77
3529; 2893.19; 962.754
3530; 2892.63; 962.737
3531; 2892.07; 962.721
3532; 2891.5; 962.705
3533; 2890.94; 962.688
3534; 2890.38; 962.672
3535; 2889.82; 962.656
3536; 2889.25; 962.639
3537; 2888.69; 962.623
3538; 2888.13; 962.607
3539; 2887.57; 962.59
3540; 2887.01; 962.574
3541; 2886.45; 962.558
3542; 2885.89; 962.541
3543; 2885.33; 962.525
3544; 2884.77; 962.509
3545; 2884.21; 962.492
3546; 2883.65; 962.476
3547; 2883.09; 962.46
3548; 2882.54; 962.443
3549; 2881.98; 962.427
3550; 2881.42; 962.411
3551; 2880.86; 962.395
3552; 2880.3; 962.378
3553; 2879.75; 962.362
3554; 2879.19; 962.346
3555; 2878.63; 962.329
3556; 2878.08; 962.313
3557; 2877.52; 962.297
3558; 2876.97; 962.28
3559; 2876.41; 962.264
3560; 2875.86; 962.248
3561; 2875.3; 962.232
3562; 2874.75; 962.215
3563; 2874.19; 962.199
3564; 2873.64; 962.183
3565; 2873.09; 962.167
3566; 2872.53; 962.15
3567; 2871.98; 962.134
3568; 2871.43; 962.118
3569; 2870.87; 962.101
3570; 2870.32; 962.085
3571; 2869.77; 962.069
3572; 2869.22; 962.053
3573; 2868.67; 962.036
3574; 2868.12; 962.02
3575; 2867.56; 962.004
3576; 2867.01; 961.988
3577; 2866.46; 961.971
3578; 2865.91; 961.955
3579; 2865.36; 961.939
3580; 2864.81; 961.923
3581; 2864.27; 961.906
3582; 2863.72; 961.89
3583; 2863.17; 961.874
3584; 2862.62; 961.858
3585; 2862.07; 961.841
3586; 2861.52; 961.825
3587; 2860.98; 961.809
3588; 2860.43; 961.793
3589; 2859.88; 961.776
3590; 2859.33; 961.76
3591; 2858.79; 961.744
3592; 2858.24; 961.728
3593; 2857.7; 961.712
3594; 2857.15; 961.695
3595; 2856.6; 961.679
3596; 2856.06; 961.663
3597; 2855.51; 961.647
3598; 2854.97; 961.63
3599; 2854.43; 961.614
3600; 2853.88; 961.598
3601; 2853.34; 961.582
3602; 2852.79; 961.566
3603; 2852.25; 961.549
3604; 2851.71; 961.533
3605; 2851.17; 961.517
3606; 2850.62; 961.501
3607; 2850.08; 961.485
3608; 2849.54; 961.468
3609; 2849; 961.452
3610; 2848.46; 961.436
3611; 2847.91; 961.42
3612; 2847.37; 961.404
3613; 2846.83; 961.387
3614; 2846.29; 961.371
3615; 2845.75; 961.355
3616; 2845.21; 961.339
3617; 2844.67; 961.323
3618; 2844.13; 961.306
3619; 2843.6; 961.29
3620; 2843.06; 961.274
3621; 2842.52; 961.258
3622; 2841.98; 961.242
3623; 2841.44; 961.226
3624; 2840.9; 961.209
3625; 2840.37; 961.193
3626; 2839.83; 961.177
3627; 2839.29; 961.161
3628; 2838.76; 961.145
3629; 2838.22; 961.129
3630; 2837.68; 961.112
3631; 2837.15; 961.096
3632; 2836.61; 961.08
3633; 2836.08; 961.064
3634; 2835.54; 961.048
3635; 2835.01; 961.032
3636; 2834.47; 961.015
3637; 2833.94; 960.999
3638; 2833.41; 960.983
3639; 2832.87; 960.967
3640; 2832.34; 960.951
3641; 2831.81; 960.935
3642; 2831.27; 960.919
3643; 2830.74; 960.902
3644; 2830.21; 960.886
3645; 2829.68; 960.87
3646; 2829.14; 960.854
3647; 2828.61; 960.838
3648; 2828.08; 960.822
3649; 2827.55; 960.806
3650; 2827.02; 960.79
3651; 2826.49; 960.773
3652; 2825.96; 960.757
3653; 2825.43; 960.741
3654; 2824.9; 960.725
3655; 2824.37; 960.709
3656; 2823.84; 960.693
3657; 2823.31; 960.677
3658; 2822.78; 960.661
3659; 2822.25; 960.644
3660; 2821.73; 960.628
3661; 2821.2; 960.612
3662; 2820.67; 960.596
3663; 2820.14; 960.58
3664; 2819.62; 960.564
3665; 2819.09; 960.548
3666; 2818.56; 960.532
3667; 2818.04; 960.516
3668; 2817.51; 960.5
3669; 2816.98; 960.483
3670; 2816.46; 960.467
3671; 2815.93; 960.451
3672; 2815.41; 960.435
3673; 2814.88; 960.419
3674; 2814.36; 960.403
3675; 2813.83; 960.387
3676; 2813.31; 960.371
3677; 2812.79; 960.355
3678; 2812.26; 960.339
3679; 2811.74; 960.323
3680; 2811.22; 960.307
3681; 2810.69; 960.29
3682; 2810.17; 960.274
3683; 2809.65; 960.258
3684; 2809.13; 960.242
3685; 2808.6; 960.226
3686; 2808.08; 960.21
3687; 2807.56; 960.194
3688; 2807.04; 960.178
3689; 2806.52; 960.162
3690; 2806; 960.146
3691; 2805.48; 960.13
3692; 2804.96; 960.114
3693; 2804.44; 960.098
3694; 2803.92; 960.082
3695; 2803.4; 960.066
3696; 2802.88; 960.05
3697; 2802.36; 960.033
3698; 2801.84; 960.017
3699; 2801.32; 960.001
3700; 2800.81; 959.985
3701; 2800.29; 959.969
3702; 2799.77; 959.953
3703; 2799.25; 959.937
3704; 2798.74; 959.921
3705; 2798.22; 959.905
3706; 2797.7; 959.889
3707; 2797.19; 959.873
3708; 2796.67; 959.857
3709; 2796.16; 959.841
3710; 2795.64; 959.825
3711; 2795.12; 959.809
3712; 2794.61; 959.793
3713; 2794.09; 959.777
3714; 2793.58; 959.761
3715; 2793.07; 959.745
3716; 2792.55; 959.729
3717; 2792.04; 959.713
3718; 2791.52; 959.697
3719; 2791.01; 959.681
3720; 2790.5; 959.665
3721; 2789.99; 959.649
3722; 2789.47; 959.633
3723; 2788.96; 959.617
3724; 2788.45; 959.601
3725; 2787.94; 959.585
3726; 2787.42; 959.569
3727; 2786.91; 959.553
3728; 2786.4; 959.537
3729; 2785.89; 959.521
3730; 2785.38; 959.505
3731; 2784.87; 959.489
3732; 2784.36; 959.473
3733; 2783.85; 959.457
3734; 2783.34; 959.441
3735; 2782.83; 959.425
3736; 2782.32; 959.409
3737; 2781.81; 959.393
3738; 2781.3; 959.377
3739; 2780.8; 959.361
3740; 2780.29; 959.345
3741; 2779.78; 959.329
3742; 2779.27; 959.313
3743; 2778.77; 959.297
3744; 2778.26; 959.281
3745; 2777.75; 959.265
3746; 2777.24; 959.249
3747; 2776.74; 959.233
3748; 2776.23; 959.217
3749; 2775.73; 959.201
3750; 2775.22; 959.185
3751; 2774.71; 959.169
3752; 2774.21; 959.153
3753; 2773.7; 959.138
3754; 2773.2; 959.122
3755; 2772.69; 959.106
3756; 2772.19; 959.09
3757; 2771.69; 959.074
3758; 2771.18; 959.058
3759; 2770.68; 959.042
3760; 2770.18; 959.026
3761; 2769.67; 959.01
3762; 2769.17; 958.994
3763; 2768.67; 958.978
3764; 2768.16; 958.962
3765; 2767.66; 958.946
3766; 2767.16; 958.93
3767; 2766.66; 958.914
3768; 2766.16; 958.898
3769; 2765.66; 958.882
3770; 2765.16; 958.867
3771; 2764.65; 958.851
3772; 2764.15; 958.835
3773; 2763.65; 958.819
3774; 2763.15; 958.803
3775; 2762.65; 958.787
3776; 2762.15; 958.771
3777; 2761.66; 958.755
3778; 2761.16; 958.739
3779; 2760.66; 958.723
3780; 2760.16; 958.707
3781; 2759.66; 958.691
3782; 2759.16; 958.676
3783; 2758.66; 958.66
3784; 2758.17; 958.644
3785; 2757.67; 958.628
3786; 2757.17; 958.612
3787; 2756.68; 958.596
3788; 2756.18; 958.58
3789; 2755.68; 958.564
3790; 2755.19; 958.548
3791; 2754.69; 958.532
3792; 2754.19; 958.517
3793; 2753.7; 958.501
3794; 2753.2; 958.485
3795; 2752.71; 958.469
3796; 2752.21; 958.453
3797; 2751.72; 958.437
3798; 2751.22; 958.421
3799; 2750.73; 958.405
3800; 2750.24; 958.39
3801; 2749.74; 958.374
3802; 2749.25; 958.358
3803; 2748.76; 958.342
3804; 2748.26; 958.326
3805; 2747.77; 958.31
3806; 2747.28; 958.294
3807; 2746.79; 958.278
3808; 2746.29; 958.263
3809; 2745.8; 958.247
3810; 2745.31; 958.231
3811; 2744.82; 958.215
3812; 2744.33; 958.199
3813; 2743.84; 958.183
3814; 2743.35; 958.167
3815; 2742.86; 958.152
3816; 2742.36; 958.136
3817; 2741.87; 958.12
3818; 2741.39; 958.104
3819; 2740.9; 958.088
3820; 2740.41; 958.072
3821; 2739.92; 958.056
3822; 2739.43; 958.041
3823; 2738.94; 958.025
3824; 2738.45; 958.009
3825; 2737.96; 957.993
3826; 2737.48; 957.977
3827; 2736.99; 957.961
3828; 2736.5; 957.946
3829; 2736.01; 957.93
3830; 2735.53; 957.914
3831; 2735.04; 957.898
3832; 2734.55; 957.882
3833; 2734.07; 957.866
3834; 2733.58; 957.851
3835; 2733.09; 957.835
3836; 2732.61; 957.819
3837; 2732.12; 957.803
3838; 2731.64; 957.787
3839; 2731.15; 957.772
3840; 2730.67; 957.756
3841; 2730.18; 957.74
3842; 2729.7; 957.724
3843; 2729.22; 957.708
3844; 2728.73; 957.693
3845; 2728.25; 957.677
3846; 2727.76; 957.661
3847; 2727.28; 957.645
3848; 2726.8; 957.629
3849; 2726.32; 957.614
3850; 2725.83; 957.598
3851; 2725.35; 957.582
3852; 2724.87; 957.566
3853; 2724.39; 957.55
3854; 2723.91; 957.535
3855; 2723.42; 957.519
3856; 2722.94; 957.503
3857; 2722.46; 957.487
3858; 2721.98; 957.471
3859; 2721.5; 957.456
3860; 2721.02; 957.44
3861; 2720.54; 957.424
3862; 2720.06; 957.408
3863; 2719.58; 957.392
3864; 2719.1; 957.377
3865; 2718.62; 957.361
3866; 2718.14; 957.345
3867; 2717.66; 957.329
3868; 2717.19; 957.314
3869; 2716.71; 957.298
3870; 2716.23; 957.282
3871; 2715.75; 957.266
3872; 2715.27; 957.251
3873; 2714.8; 957.235
3874; 2714.32; 957.219
3875; 2713.84; 957.203
3876; 2713.37; 957.188
3877; 2712.89; 957.172
3878; 2712.41; 957.156
3879; 2711.94; 957.14
3880; 2711.46; 957.125
3881; 2710.99; 957.109
3882; 2710.51; 957.093
3883; 2710.04; 957.077
3884; 2709.56; 957.062
3885; 2709.09; 957.046
3886; 2708.61; 957.03
3887; 2708.14; 957.014
3888; 2707.66; 956.999
3889; 2707.19; 956.983
3890; 2706.72; 956.967
3891; 2706.24; 956.951
3892; 2705.77; 956.936
3893; 2705.3; 956.92
3894; 2704.82; 956.904
3895; 2704.35; 956.888
3896; 2703.88; 956.873
3897; 2703.41; 956.857
3898; 2702.93; 956.841
3899; 2702.46; 956.826
3900; 2701.99; 956.81
3901; 2701.52; 956.794
3902; 2701.05; 956.778
3903; 2700.58; 956.763
3904; 2700.11; 956.747
3905; 2699.64; 956.731
3906; 2699.17; 956.716
3907; 2698.7; 956.7
3908; 2698.23; 956.684
3909; 2697.76; 956.668
3910; 2697.29; 956.653
3911; 2696.82; 956.637
3912; 2696.35; 956.621
3913; 2695.88; 956.606
3914; 2695.41; 956.59
3915; 2694.94; 956.574
3916; 2694.48; 956.559
3917; 2694.01; 956.543
3918; 2693.54; 956.527
3919; 2693.07; 956.512
3920; 2692.61; 956.496
3921; 2692.14; 956.48
3922; 2691.67; 956.464
3923; 2691.21; 956.449
3924; 2690.74; 956.433
3925; 2690.27; 956.417
3926; 2689.81; 956.402
3927; 2689.34; 956.386
3928; 2688.88; 956.37
3929; 2688.41; 956.355
3930; 2687.95; 956.339
3931; 2687.48; 956.323
3932; 2687.02; 956.308
